date,overall,"food, drinks and tobacco","clothes, shoes and accesories",housing,forniture and domestic appliances,health and personal care,transportation,education and recreation,others
May 2012,78.053819340105,73.378132821339,85.403286277834,87.900732158089,85.056747550088,78.394268700029,68.380706784956,78.654868334882,73.650610200740
Jun 2012,78.413666686700,74.269551205129,85.369054217064,87.900732158089,85.394972635250,78.798573220682,68.643072955757,78.877229321190,73.936792284091
Jul 2012,78.853897469800,75.278225391710,85.040589443485,88.118424793858,85.655704622140,79.159046597041,68.936871748488,79.374495499475,74.092954142073
Ago 2012,79.090540296893,75.539479548805,85.766798161249,88.276585157805,85.947110960430,79.511207170171,69.154975655755,79.408001949466,74.324101209395
Sep 2012,79.439118937436,76.666095244626,86.135200339060,87.786110321297,86.194120211169,79.613227937065,69.430171468160,80.410910918534,74.392207041730
Oct 2012,79.841036119959,76.824493434361,86.422912659342,88.715524594825,85.936617103373,79.947251484969,69.716913958009,80.555597861679,74.959067706829
Nov 2012,80.383436504598,76.833407618199,86.463665112640,90.389536536821,86.284528825818,80.348533168085,70.099878759887,80.650786640065,75.202597652757
Dic 2012,80.568243283851,77.266774094010,86.522348645389,90.065218936594,86.824558854394,80.789111739190,70.346207878683,80.972905466120,75.469517480497
Ene 2013,80.892782018150,77.412829567662,85.933883219770,90.772497867501,86.763210151596,81.305261248734,70.648345938456,81.046771958147,76.052888650404
Feb 2013,81.290942965322,77.509514176981,86.681283213249,91.720571509810,86.562212427956,81.354382358720,71.085195235071,81.306446945583,76.279220153823
Mar 2013,81.887433139011,78.921383755614,87.021158673752,92.007570372477,86.373323000920,81.710321478772,71.552835671536,81.740507775019,76.419559444697
Abr 2013,81.941522928061,79.498062879281,87.067616470512,91.096815467728,86.384624077751,81.735259888457,72.361103092585,81.508247155759,76.596359433690
May 2013,81.668820241601,79.356121644324,87.132820395788,89.746232584589,86.441129461907,81.875066124571,72.552264752484,81.649126547770,76.938952408470
Jun 2013,81.619237934972,78.501045702335,86.835327486715,89.883956497015,86.743836877028,82.026208001451,73.112920090577,81.879102636348,77.134326715373
Jul 2013,81.592193040447,78.097850310282,86.283539269064,89.892841910719,86.316817616764,82.242340885389,73.431736684436,82.281941546475,77.311126704366
Ago 2013,81.824328385119,78.608015908390,86.961660091938,89.924829400057,86.432250044397,82.222692441395,73.719762138445,82.387791468039,77.314566392868
Sep 2013,82.132339683875,78.946069187781,87.504482769863,89.988804378732,86.771282349332,82.688965131569,74.044993553105,83.256674637140,77.262971065340
Oct 2013,82.522988160346,78.885041313814,87.732696508330,91.430018481661,86.634862207585,82.419932590723,74.265021906613,83.345009823482,77.607627853222
Nov 2013,83.292265160166,79.745602907395,87.718025625143,93.424793858402,86.930304644743,82.092710427278,74.565235520146,83.402884600740,77.952972578803
Dic 2013,83.770058296773,80.442280659650,87.836207739706,93.521644867785,87.408985970520,82.626996962048,75.505648249716,83.916904004021,78.122893190793
Ene 2014,84.519051625699,81.429697946309,87.231441332768,94.172945692351,87.814210296895,83.565588017472,76.487757314499,84.124796296014,79.437542136184
Feb 2014,84.733157040688,81.362498714300,88.246992468947,94.565680978106,87.811788637575,82.937593519036,76.812347247080,84.391324875493,80.055310191109
Mar 2014,84.965292385360,81.630609935887,88.413262478401,94.719398635200,87.986148108684,83.337363783384,77.108070486051,84.465191367520,80.387584100384
Abr 2014,84.806779253561,81.454383378476,88.650441756594,93.467443844185,88.171001436851,83.607907742998,77.477564164245,84.915243911726,80.939310136074
May 2014,84.535579061242,81.933006479926,88.739282104783,91.597952800682,88.255759513085,83.786255157717,77.705290302715,84.618254923164,81.266080543746
Jun 2014,84.682072239918,81.992662940995,88.760473380498,91.771218367927,88.087857800165,84.090050330245,77.916337907101,84.789594724257,81.542631499291
Jul 2014,84.914958831661,82.322487742997,88.238841978287,91.939152686949,88.069291745371,84.139171440231,78.278775282413,85.306660168446,81.847387900552
Ago 2014,85.219965142136,83.092536085302,89.139471196166,91.959589138470,88.570575224811,84.336411589559,78.303793083540,85.321890372988,82.036570768151
Sep 2014,85.596339924274,83.811842150375,89.620350145079,91.993353710549,88.551201950243,84.765654519898,78.485973994317,86.359067302274,82.059272712263
Oct 2014,86.069625578460,83.985325881990,89.841228441952,93.345713676429,88.367155841850,84.713510572374,78.727171256471,86.530407103367,82.633012754365
Nov 2014,86.763777871266,84.533891041245,89.763798780687,95.420457776514,88.409131270080,84.881278055711,78.704077901584,86.642349106749,83.089803387405
Dic 2014,87.188983712964,85.699592004663,89.825742509699,95.408906738698,88.786910124150,84.997657300908,78.865731385794,87.150276428212,83.435836050687
Ene 2015,87.110102770599,85.695477765968,89.004988100284,94.926428774524,89.106569154518,85.372489155570,78.787470572010,87.127431121400,84.084561302129
Feb 2015,87.275377126029,85.419823773443,90.093893652398,95.184994313335,89.456902536285,85.735985369466,78.947841092059,87.374921945202,84.400324706595
Mar 2015,87.630716990204,85.656392498371,90.481041958726,95.277402615866,89.616732051468,86.004262200928,79.940213870126,87.891987389391,84.634223524718
Abr 2015,87.403840375023,85.851133129907,90.886936393571,94.043218652260,89.996125345087,86.284630382540,79.720185516618,87.634596932637,84.911462417963
May 2015,86.967365827273,85.433537902424,91.094773905389,92.190609894797,89.923475565458,86.410833849735,80.192316327643,87.698563791712,85.111652288769
Jun 2015,87.113107758880,85.484280179655,91.245557982591,92.291903611032,90.042944091959,86.496229010172,80.520113670625,87.914832696203,85.309090408773
Jul 2015,87.240819760803,85.575479137381,90.664427998566,92.352324424225,90.073618443357,86.567265692305,80.740142024133,88.493580468786,85.593896616722
Ago 2015,87.424875292986,85.751705694792,91.248818178854,92.474054591982,90.357759803684,87.024469869867,80.749122773255,88.530894469913,85.939241342304
Sep 2015,87.752419015566,86.229643089793,91.745183060020,92.570017059994,90.654816680389,87.644907274459,80.752330183656,89.494966417399,86.020417990947
Oct 2015,88.203918504718,86.459354750231,92.196720242559,93.883281205573,91.027752215818,87.687226999985,80.665730102830,89.588632175330,86.497158817298
Nov 2015,88.685467876675,86.748722871739,92.358099957618,95.398244242252,91.357097883470,87.651708658918,80.585544842805,89.641937891226,86.872084863995
Dic 2015,89.046817717411,87.686769294065,92.427379128224,95.342266135911,91.396651652379,87.830811783021,80.781838359345,90.246577011529,87.198855271667
Ene 2016,89.386381393113,88.775671135187,91.672643693150,95.627487915837,91.682407452253,88.591811133111,80.273784551829,90.209263010402,87.795297257880
Feb 2016,89.777781116654,89.526519696918,92.839793955596,95.822078475974,92.466217852473,88.702900412617,80.210919307969,90.475030079654,88.224570382906
Mar 2016,89.910000600998,89.364692974937,93.604309979461,95.972241967586,92.313653315252,88.855553708266,80.235937109097,91.107083568132,88.556156354481
Abr 2016,89.625277961416,89.097267459800,93.865125680566,94.786039237987,92.439579599942,89.583301845442,80.072359178646,90.968488706803,88.994372669611
May 2016,89.225614520103,89.086981863064,93.731457633750,92.918325277225,92.414555786959,89.834953070447,80.051190270000,91.078146179503,89.398880037424
Jun 2016,89.324027886291,88.809956457641,94.015094708702,92.967195052602,92.515458258666,90.010277647628,80.548338882153,91.387319331699,89.608013098334
Jul 2016,89.556914478034,88.599444577776,93.557852182701,93.043609610464,92.312038875704,90.293668666778,81.793455599818,92.000335064500,89.892131368583
Ago 2016,89.809333493599,88.754414235266,94.523685325857,92.882783622406,92.653492839961,90.822665235857,82.554894829013,92.020895840631,90.195511894443
Sep 2016,90.357743854799,90.142284088182,95.105630358948,92.680196189935,92.861755541564,91.270045191421,82.960311503698,93.207328774425,90.129469875208
Oct 2016,90.906154215999,90.411081016217,95.460176702638,94.125852999716,93.114415330718,91.365264573856,83.359313357581,93.233220122146,90.485821603996
Nov 2016,91.616833944348,90.830733363047,95.131711929058,96.213036678988,93.247606593371,91.377355924006,83.687110700563,93.482233966402,90.920598230624
Dic 2016,92.039034797764,91.466383241334,95.437355328791,96.404961615013,93.400978350366,91.474086725209,84.213767488405,94.063266269666,91.462693138509
Ene 2017,93.603882444859,91.850378852813,95.002934176637,97.924367358544,94.185595970359,92.404364977404,90.073064808935,94.144747863964,92.494599689052
Feb 2017,94.144780335357,92.108890184112,96.483063280410,98.508139038954,94.941153678501,93.214485437480,90.514404480111,94.632114409297,93.100672803071
Mar 2017,94.722489332292,93.296533753900,97.314413327682,98.823571225476,95.829095429522,93.954324924807,90.405352526477,95.131665118263,93.513435423288
Abr 2017,94.838932628163,94.319607775911,97.716232517198,97.339707136764,96.197994866082,94.612547798619,90.707490586251,95.539834599979,94.006686754448
May 2017,94.725494320572,95.012856995920,97.968897727643,95.497760875746,96.967275310376,94.984356815743,91.163584345271,95.152987404621,94.549469600033
Jun 2017,94.963639641805,95.441423526588,97.873536986927,95.711010804663,97.351511922636,95.337273098257,91.078908710685,95.383725003427,94.934026774535
Jul 2017,95.322735741331,96.570096341756,97.444006129169,95.679911856696,97.316801472369,95.475567915602,91.032080518831,96.084314412343,95.326839201442
Ago 2017,95.793767654306,97.547913738129,98.588335017768,96.037994029002,97.410438966113,95.859468282877,91.094304280610,96.181787721409,95.615085097894
Sep 2017,96.093515235291,97.628827099119,99.277051478499,96.353426215525,97.405595647471,96.077868294969,91.352821558930,97.366697634749,95.582752025977
Oct 2017,96.698269126750,97.052833681901,99.670720177355,98.460157804947,97.309536494406,96.215407402929,92.410625509176,97.627134132411,95.886132551836
Nov 2017,97.695173988822,97.724140295540,99.345515600039,101.068026727324,97.993251642692,96.821486329217,92.934716368698,97.887570630074,96.307838362158
Dic 2017,98.272882985756,98.710871875750,99.303948097676,101.358579755473,98.130479004214,97.083717485604,93.885392811552,98.377221706088,96.734359736382
Ene 2018,98.794999699501,99.271094044640,99.145013529815,101.947682684106,98.444487496166,97.745718906337,94.659020200271,98.237103824304,97.631430497654
Feb 2018,99.171374481640,98.861041588096,100.140188439344,101.854385840205,98.936084338322,98.005682934571,96.628370186479,98.793006290075,98.192099723449
Mar 2018,99.492156980588,99.112695854905,100.471098360121,101.810847313051,99.445440015499,98.344996448166,97.337849367178,99.488265127401,98.483785308403
Abr 2018,99.154847046097,99.059210751877,100.711537834578,100.112844754052,99.794966177492,99.084080226108,97.473843568180,99.004706133203,98.836697348688
May 2018,98.994080173087,98.846641752666,100.561568806442,98.920422234859,99.711822540805,99.649350845639,98.183322748879,99.204983322926,99.058213288205
Jun 2018,99.376464931787,98.877498542874,100.432791054021,99.702338640887,99.897483088746,99.778577150371,98.906273053262,99.551470476249,99.393926885981
Jul 2018,99.909099104514,99.836801865122,100.110031623904,99.951130224623,100.053276505061,99.943321796170,99.786386467294,100.036552490900,99.872043587733
Ago 2018,100.492000000000,100.759000000000,100.623000000000,100.201000000000,100.419000000000,100.310000000000,100.722000000000,100.197000000000,100.335000000000
Sep 2018,100.917000000000,100.957000000000,101.114000000000,100.852000000000,100.569000000000,100.613000000000,101.483000000000,101.008000000000,100.190000000000
Oct 2018,101.440000000000,100.887000000000,101.260000000000,102.244000000000,100.634000000000,101.001000000000,102.340000000000,101.342000000000,100.815000000000
Nov 2018,102.303000000000,102.305000000000,101.223000000000,103.787000000000,100.866000000000,101.160000000000,102.513000000000,101.426000000000,101.319000000000
Dic 2018,103.020000000000,104.030000000000,101.428000000000,103.933000000000,100.931000000000,101.383000000000,102.673000000000,102.143000000000,101.901000000000
Ene 2019,103.108000000000,104.484000000000,100.957000000000,104.033000000000,100.583000000000,102.078000000000,101.788000000000,101.917000000000,102.734000000000
Feb 2019,103.079000000000,103.282000000000,101.918000000000,104.281000000000,100.664000000000,102.493000000000,102.525000000000,102.376000000000,103.422000000000
Mar 2019,103.476000000000,103.309000000000,102.428000000000,104.610000000000,100.845000000000,102.805000000000,103.926000000000,102.745000000000,103.810000000000
Abr 2019,103.531000000000,103.766000000000,102.718000000000,103.425000000000,101.090000000000,103.340000000000,103.980000000000,103.447000000000,104.366000000000
May 2019,103.233000000000,104.113000000000,102.753000000000,101.674000000000,100.640000000000,103.909000000000,103.807000000000,102.948000000000,104.798000000000
Jun 2019,103.299000000000,104.298000000000,102.619000000000,101.340000000000,100.936000000000,104.169000000000,103.909000000000,103.150000000000,105.130000000000
Jul 2019,103.687000000000,105.199000000000,102.265000000000,101.256000000000,100.917000000000,104.460000000000,104.330000000000,103.609000000000,105.529000000000
Ago 2019,103.670000000000,104.791000000000,103.184000000000,101.356000000000,101.072000000000,104.923000000000,104.022000000000,103.797000000000,105.843000000000
Sep 2019,103.942000000000,105.052000000000,103.639000000000,101.594000000000,101.091000000000,105.235000000000,104.318000000000,104.466000000000,105.756000000000
Oct 2019,104.503000000000,105.311000000000,103.939000000000,103.289000000000,100.911000000000,105.303000000000,104.492000000000,104.821000000000,106.263000000000
Nov 2019,105.346000000000,106.133000000000,104.035000000000,105.490000000000,100.828000000000,105.369000000000,104.762000000000,104.933000000000,106.947000000000
Dic 2019,105.934000000000,107.018000000000,104.237000000000,105.846000000000,100.873000000000,105.620000000000,105.485000000000,105.531000000000,107.642000000000
Ene 2020,106.447000000000,108.468000000000,103.670000000000,105.897000000000,100.923000000000,106.321000000000,105.649000000000,105.044000000000,108.443000000000
Feb 2020,106.889000000000,109.429000000000,104.418000000000,106.015000000000,101.217000000000,106.557000000000,105.486000000000,105.477000000000,108.943000000000
Mar 2020,106.838000000000,110.240000000000,104.753000000000,106.254000000000,101.450000000000,107.004000000000,102.346000000000,105.509000000000,109.312000000000
Abr 2020,105.755000000000,110.725000000000,103.796000000000,105.222000000000,101.764000000000,107.659000000000,95.214000000000,105.223000000000,109.442000000000
May 2020,106.162000000000,112.087000000000,101.124000000000,103.556000000000,101.864000000000,108.197000000000,98.349000000000,105.269000000000,109.620000000000
Jun 2020,106.743000000000,111.555000000000,101.885000000000,103.939000000000,103.576000000000,108.559000000000,101.733000000000,105.488000000000,109.871000000000
Jul 2020,107.444000000000,111.967000000000,102.851000000000,104.270000000000,104.447000000000,109.087000000000,104.166000000000,105.486000000000,110.345000000000
Ago 2020,107.867000000000,112.537000000000,103.564000000000,104.653000000000,105.025000000000,109.668000000000,104.298000000000,105.655000000000,110.715000000000
Sep 2020,108.114000000000,112.806000000000,104.376000000000,104.739000000000,105.496000000000,109.920000000000,104.398000000000,106.310000000000,110.626000000000
Oct 2020,108.774000000000,113.551000000000,104.669000000000,106.433000000000,105.893000000000,109.897000000000,104.339000000000,106.458000000000,110.914000000000
Nov 2020,108.856000000000,113.488000000000,102.701000000000,108.572000000000,104.539000000000,109.949000000000,102.559000000000,106.320000000000,111.531000000000
Dic 2020,109.271000000000,113.261000000000,104.990000000000,108.955000000000,106.077000000000,110.416000000000,103.267000000000,106.756000000000,112.044000000000
Ene 2021,110.210000000000,113.983000000000,104.352000000000,110.113000000000,106.878000000000,111.188000000000,105.860000000000,106.520000000000,112.877000000000
Feb 2021,110.907000000000,114.221000000000,105.399000000000,110.762000000000,107.372000000000,111.551000000000,108.162000000000,106.734000000000,113.376000000000
Mar 2021,111.824000000000,115.147000000000,106.509000000000,111.658000000000,108.128000000000,111.680000000000,109.855000000000,107.321000000000,113.975000000000
Abr 2021,112.190000000000,116.549000000000,106.774000000000,110.508000000000,108.719000000000,112.078000000000,110.345000000000,107.378000000000,114.640000000000
May 2021,112.419000000000,117.927000000000,107.078000000000,108.596000000000,108.783000000000,112.715000000000,110.936000000000,107.747000000000,115.345000000000
Jun 2021,113.018000000000,118.536000000000,107.353000000000,109.192000000000,109.993000000000,113.022000000000,111.492000000000,108.129000000000,116.326000000000
Jul 2021,113.682000000000,119.456000000000,107.335000000000,110.145000000000,110.292000000000,113.478000000000,111.679000000000,108.562000000000,117.152000000000
Ago 2021,113.899000000000,120.791000000000,108.372000000000,108.495000000000,111.091000000000,114.101000000000,111.592000000000,108.754000000000,117.639000000000
Sep 2021,114.601000000000,121.900000000000,109.158000000000,109.284000000000,111.819000000000,114.537000000000,111.670000000000,109.539000000000,117.717000000000
Oct 2021,115.561000000000,122.401000000000,109.729000000000,111.869000000000,112.848000000000,114.891000000000,111.946000000000,110.056000000000,118.339000000000
Nov 2021,116.884000000000,124.706000000000,109.126000000000,114.078000000000,112.379000000000,115.444000000000,112.273000000000,110.435000000000,119.239000000000
Dic 2021,117.308000000000,125.358000000000,110.487000000000,112.803000000000,113.874000000000,116.125000000000,113.487000000000,111.141000000000,120.350000000000
Ene 2022,118.002000000000,126.472000000000,110.247000000000,113.061000000000,114.741000000000,117.270000000000,113.906000000000,110.921000000000,122.298000000000
Feb 2022,118.981000000000,127.536000000000,111.365000000000,113.997000000000,115.662000000000,118.044000000000,114.987000000000,111.517000000000,123.452000000000
Mar 2022,120.159000000000,129.083000000000,112.257000000000,115.281000000000,116.288000000000,118.628000000000,116.722000000000,111.510000000000,124.337000000000
Abr 2022,120.809000000000,130.608000000000,112.855000000000,114.185000000000,116.951000000000,119.827000000000,117.785000000000,112.270000000000,125.212000000000
May 2022,121.022000000000,131.947000000000,112.974000000000,112.318000000000,116.659000000000,120.779000000000,118.270000000000,112.237000000000,126.446000000000
Jun 2022,122.044000000000,133.851000000000,113.487000000000,112.587000000000,117.737000000000,121.577000000000,119.209000000000,112.562000000000,127.635000000000
Jul 2022,122.948000000000,135.506000000000,113.316000000000,113.033000000000,118.094000000000,122.364000000000,119.978000000000,113.072000000000,128.745000000000
Ago 2022,123.803000000000,137.231000000000,114.414000000000,113.054000000000,119.019000000000,123.317000000000,120.124000000000,113.510000000000,130.041000000000
Sep 2022,124.571000000000,138.916000000000,115.425000000000,112.813000000000,119.785000000000,124.400000000000,120.144000000000,114.591000000000,130.666000000000
Oct 2022,125.276000000000,139.602000000000,116.264000000000,113.411000000000,120.408000000000,125.065000000000,120.812000000000,115.146000000000,131.974000000000
Nov 2022,125.997000000000,139.992000000000,116.401000000000,115.282000000000,119.623000000000,125.842000000000,121.047000000000,115.491000000000,133.265000000000
Dic 2022,126.478000000000,141.051000000000,117.007000000000,114.895000000000,120.450000000000,126.702000000000,121.008000000000,115.913000000000,134.327000000000
Ene 2023,127.336000000000,142.455000000000,116.933000000000,115.302000000000,121.715000000000,127.778000000000,121.477000000000,115.876000000000,136.243000000000
Feb 2023,128.046000000000,143.060000000000,117.925000000000,115.996000000000,122.134000000000,128.476000000000,122.106000000000,116.722000000000,137.388000000000
Mar 2023,128.389000000000,143.237000000000,118.627000000000,115.751000000000,121.940000000000,129.360000000000,123.106000000000,117.316000000000,138.177000000000
Abr 2023,128.363000000000,143.745000000000,119.049000000000,113.934000000000,122.228000000000,130.267000000000,123.423000000000,117.557000000000,138.921000000000
May 2023,128.084000000000,144.081000000000,119.095000000000,111.707000000000,121.353000000000,131.120000000000,123.648000000000,117.536000000000,139.708000000000
Jun 2023,128.214000000000,144.370000000000,119.097000000000,111.199000000000,121.584000000000,131.658000000000,123.960000000000,117.652000000000,140.383000000000
Jul 2023,128.832000000000,145.645000000000,119.245000000000,111.123000000000,121.868000000000,132.272000000000,124.602000000000,118.137000000000,141.034000000000
Ago 2023,129.545000000000,146.666000000000,119.752000000000,111.941000000000,121.587000000000,133.129000000000,124.834000000000,118.817000000000,141.765000000000
Sep 2023,130.120000000000,147.344000000000,120.494000000000,112.441000000000,121.858000000000,133.633000000000,125.145000000000,120.285000000000,141.719000000000
Oct 2023,130.609000000000,146.745000000000,120.806000000000,114.599000000000,122.054000000000,133.820000000000,125.611000000000,120.783000000000,142.293000000000
Nov 2023,131.445000000000,147.600000000000,120.853000000000,116.902000000000,120.777000000000,134.073000000000,125.815000000000,120.720000000000,143.376000000000
Dic 2023,132.373000000000,149.583000000000,120.950000000000,117.198000000000,121.026000000000,134.499000000000,126.383000000000,121.238000000000,144.500000000000
Ene 2024,133.555000000000,152.385000000000,120.664000000000,117.939000000000,121.366000000000,135.692000000000,126.025000000000,121.354000000000,146.101000000000
Feb 2024,133.681000000000,150.340000000000,121.742000000000,119.290000000000,121.830000000000,136.068000000000,127.318000000000,122.150000000000,147.247000000000
Mar 2024,134.065000000000,150.369000000000,122.219000000000,119.448000000000,121.460000000000,136.663000000000,128.562000000000,122.655000000000,148.172000000000
Abr 2024,134.336000000000,151.857000000000,122.338000000000,117.992000000000,121.576000000000,137.500000000000,128.690000000000,122.587000000000,148.952000000000
May 2024,134.087000000000,152.445000000000,121.907000000000,115.695000000000,120.553000000000,138.046000000000,129.174000000000,122.640000000000,149.465000000000
Jun 2024,134.594000000000,153.393000000000,122.350000000000,115.980000000000,120.942000000000,138.432000000000,129.608000000000,122.524000000000,149.970000000000
Jul 2024,136.003000000000,156.234000000000,122.192000000000,117.099000000000,121.074000000000,138.790000000000,130.721000000000,123.177000000000,150.766000000000
Ago 2024,136.013000000000,155.259000000000,122.672000000000,117.394000000000,121.077000000000,138.973000000000,130.854000000000,123.710000000000,151.616000000000
Sep 2024,136.080000000000,154.357000000000,123.354000000000,117.669000000000,121.451000000000,139.395000000000,131.002000000000,124.835000000000,151.674000000000
Oct 2024,136.828000000000,155.694000000000,123.223000000000,118.711000000000,121.559000000000,139.647000000000,131.196000000000,125.080000000000,152.526000000000
Nov 2024,137.424000000000,156.290000000000,122.102000000000,120.567000000000,120.311000000000,139.239000000000,131.411000000000,124.835000000000,153.719000000000
Dic 2024,137.949000000000,156.332000000000,122.695000000000,120.934000000000,120.456000000000,140.004000000000,132.524000000000,125.374000000000,155.057000000000
Ene 2025,138.343000000000,156.201000000000,122.859000000000,121.505000000000,121.662000000000,141.343000000000,131.991000000000,125.455000000000,156.867000000000
Feb 2025,138.726000000000,155.750000000000,123.767000000000,121.971000000000,122.121000000000,141.951000000000,132.421000000000,126.259000000000,158.326000000000
Mar 2025,139.161000000000,156.639000000000,124.246000000000,122.292000000000,122.131000000000,142.515000000000,132.063000000000,126.696000000000,159.233000000000
Abr 2025,139.620000000000,158.128000000000,124.580000000000,121.587000000000,122.968000000000,144.030000000000,132.259000000000,126.763000000000,159.958000000000
May 2025,140.012000000000,160.430000000000,124.448000000000,120.512000000000,123.213000000000,144.848000000000,132.067000000000,126.912000000000,160.773000000000
Jun 2025,140.405000000000,160.775000000000,125.083000000000,120.732000000000,123.570000000000,145.571000000000,132.288000000000,127.161000000000,161.809000000000
Jul 2025,140.780000000000,161.291000000000,125.220000000000,121.021000000000,123.161000000000,146.049000000000,132.657000000000,127.524000000000,162.591000000000
Ago 2025,140.867000000000,160.956000000000,125.260000000000,121.293000000000,123.344000000000,146.522000000000,132.374000000000,127.729000000000,163.387000000000
Sep 2025,141.197000000000,161.115000000000,125.852000000000,121.454000000000,123.515000000000,147.227000000000,132.396000000000,129.480000000000,163.364000000000
Oct 2025,141.708000000000,160.860000000000,126.086000000000,122.778000000000,123.624000000000,147.350000000000,132.924000000000,129.929000000000,164.249000000000
Nov 2025,142.645000000000,161.756000000000,125.519000000000,124.468000000000,123.378000000000,147.599000000000,133.974000000000,129.881000000000,165.882000000000
Dic 2025,143.042000000000,161.947000000000,126.258000000000,124.672000000000,123.413000000000,147.677000000000,134.866000000000,130.327000000000,167.011000000000
Ene 2026,143.588000000000,163.117000000000,126.320000000000,125.045000000000,123.343000000000,148.940000000000,134.075000000000,130.457000000000,168.913000000000
Feb 2026,144.307000000000,164.439000000000,127.159000000000,125.322000000000,123.950000000000,149.516000000000,134.374000000000,131.161000000000,170.142000000000
